room,idx,original,translated,comments
34,20,"""Z jo jb! lvoo sd fj?""","""_ _'_ _'_! ____ __ __'?""",
34,21,"""Jow wfiemss ekk wkkedkl ll ewlwl lqqfr fo slljnccv kwetsdlk?""","""_'___ _____ ___ ______ __ _______ ______ __ ___'____ _______?""",
34,22,"""Owr rjn maj jwwj? Pprdf rph pttqpt?""","""____ __'_ ___ _'___'? _____ __ ______?""",
34,23,"""wpfi, iw? Der op oio fr tnm dcv ermiyn lk mnb weevxmqyhj em tae.""","""____, ___? __ ___ ____ __ ___ ___ ______ __ ___ _________' __ ___.""",
34,24,"As an apparent result of your inability to understand the alien tongue, the being has sent you back to the surface. You need some kind of help with that.","______ _____ ___ ______ _____ __ _____ ____, _____ ____ ____ _____ __ ___ ____. _____ ___ ____ __ ____ ___.",
34,25,"Again, the massive holographic image appears before you.","____, _________ ______ ______ __ ___ ____.",
34,26,"""So, you have returned. Do you have proof of the destruction of Orat? If so drop it before me.""","""__, ____. ___ ____ ____ _____ _______ __ ____? ____ ___ ______ ________.""",
34,27,"Due to your apparent failure to respond properly, you find yourself transported back to the surface.","______ ______ _____ ______ _____, ___ ____ __ ____ ____ ____ __ ___ ____.",
34,28,You find yourself transported back to the surface.,___ ____ __ ____ _____ _____ __ ___ ____.,
34,29,"""Dr, hgi hnhht hjutn. Kdfdrnlo ghfhr bb rhytt thrt ii mys aawr vcvvf xxc cdd.""","""__, ___ _____ __'___. ________ ____ __ ____ ___ __ ___ ____ _____ ___ ___.""",
34,30,"As an apparent result of your inability to understand the alien tongue, the being has sent you back to the surface. You need some kind of help with that. Something's not right.","______ _____ ___ ______ _____ __ _____ ________, _____ ____ ____ _____ __ ___ ____. _____ ___ ____ __ ____ ___. ____ __ ____.",
34,31,"You drop the Orat part to the ground. The vision is silent as the dainty morsel SPLATs to the dry soil. You are startled by a rumbling. Suddenly, an oddly-shaped door comes into view and slowly opens.","___ ____ __ ___ ____ _____. _______ ____ ____ _______ _____ _____ ______. ___ ____ _____ ___. _____, ___ ____ ____ _____ _____ ______ ______ ____.",
34,32,"You hear a voice, different this time, beckoning you to step forward.","___ ____ ___, ____ ____, _____ ____ _____ _____.",
34,33,"Before you floats a huge head. It appears to be a holographic projection of some sort, its source unknown.","____ __ ___ ___. ____ ______ ______ _________ ____ _____, ______ ____ ____.",
34,34,You can have no effect on the hologram.,___ __ __ _____ __ _________.,
34,35,It has no smell.,___ __ ___.,
34,36,It has no taste.,___ __ ___.,
34,37,"It responds to actions, not words.","___ _____ ______, __ ________.",
34,38,"The big alien head is a hologram, pinhead. What does it need with money?","____ _______ _____ ___ ________, ____. __ ___ ____ __ ___?",
34,39,"The big alien head only wants one object, and this ain't it.","____ _______ _____ ____ __ ___ ___, ___ __ __.",
34,40,This isn't the object he want to receive from you.,__ __ ____ ____ ____ ____ ___.,
34,41,Appealing to its vanity will get you nowhere.,_____ __ ___ _______ __ _____ ____ ____ ____.,
34,42,"Don't threaten this guy, okay?","___ __ _____ __ _____ ___, ____?",
35,0,"When you step through, the door slides closed with a faint hissing sound. You are alone in a large room full of strange equipment.","_____ ____ ____ _____, ____ ______ _____ ______ ____ _____ ____. ___ ____ ____ ____ ______ ___ _____ ____ ______.",
35,1,Ooops! Had the darn thing in reverse. I hope nobody saw that.,_____! _____ _____ __ ____ ______ ___. ___ _____ ___ ___ __ ___.,
35,2,Who do you think you are - Michael Jordan?,__ ___ ____ ____ - _____ _'____?,
35,3,No particular odor comes from that direction.,___ _____ ____ ____ __ ____ _______ ___.,
35,4,Quit messing around and do what you came here to do. Whatever THAT might've been!,_____ ____ ___ _____ __ ____ _____ ___. __ ___ __ ____!,
35,5,"You call up to the upper level, but no-one answers.","___ _____ __ _____ _______, __ ___ ____ ____.",
35,6,You need to insert a cartridge for this to work correctly.,____ ______ ______ __ ___ ___ ____ _____.,
35,7,The computer doesn't smell very interesting.,_____ ____ __ ____.,
35,8,"This tastes really dull. You decide you'd rather have a cheeseburger, and you wonder: do they have a Monolith Burger somewhere in this neighborhood?","__ ___ ___ ____ ____. ___ _____ __'_______ ____ __ ____, _____ __ ____: ___ __ ___ _______ _______ ______ ______?",
35,9,"This computer is so ancient, it probably doesn't even respond to voice input.","_____ __ __ ____, ____ _____ __ ____ _______ _______ ___.",
35,10,"From the smell of it, you'd guess that at least one Keronian uses it quite regularly to play one of your favorite computer games: ""Name that Body Odor!""","__ __ ____, ___ ____ ______ ________ ___ ____ __ _____ ____ _____ _____ _____ ____: ""____ __ ____!""",
35,11,Licking the chair suddenly seems like a big waste of energy.,_____ _____ _____ ____ ______ ______ _____.,
35,12,The chair does not respond. What did you expect?,_____ __ ____. ___ _____ _____?,
35,13,There's no way to force the portal open.,___ _____ ______ __ ____ ______.,
35,14,You don't want to touch the pipes - they're probably hot.,___ __ ____ ____ ________ - __ _____ ______.,
35,15,Talking to pipes is considered a sign of insanity on the planet Kerona.,____ ___ __ _______ _____ _____ _____ ___ _____ _____ _____.,
35,16,Smells like some kind of duct tape.,____ ___ ___ __ ____ ___.,
35,17,You'll get a nasty burn on your tongue if you try that.,___ ____ _____ ______ __ _____ __ ____ __ __.,
35,18,You can't reach them. The skylights are much to high.,___ __ ____ _____ _____. _______ ______ ___.,
35,19,You're truly starved for conversation on your intellectual.,___ _____ ___ _____ __ ___ _____ ___.,
35,20,"Try as you might, you can't smell the skylights from down there. Just as you are about to pass out from hyper- ventilation, you sensably decide to abandon this particular project.","___ ___ ___ __, _____ __ _____ _____ __ _______ ____ ____. _____ _____ ______ ____ _____ ______ ___, ___ _____ ____ ______ _____ __ _____ ______.",
35,21,"Although the skylights look like gigantic oysters, I doubt very much if they would taste anything like them.","_____ ________ _____ ___ _____ ___, ___ ____ __ __ ____ ____ ____.",
35,22,It doesn't look as though it will budge.,__ ____ ___ __ _____ ____.,
35,23,The skimmer platform has nothing to say to you.,_____ _____ ___ __ ____ __.,
35,24,It smells a lot like everything else around here. Except more so.,__ ____ ___ __ ___ ___ ___. ____ ____ ____ ___.,
35,25,That doesn't seem at all appetizing.,__ _____ __ _____ _____ __ ______.,
35,26,It doesn't seem intelligent to mess with it.,___ __ _____ __________ ____ ___.,
35,27,The generator doesn't respond. Perhaps it's based on some form of A.S. (Artificial Stupidity).,_______ __ ____. ____ ___ _____ __ ___ _____ __ _._. (_____ ________).,
35,28,"You catch scents of iron oxide, burning rubber and fusel oil. It makes you momentarily homesick for Mom's cooking.","___ ____ _____ __ ______ ____, ____ ____ ____ _____. ____ ___ ______ _______ __ ___.",
35,29,This thing looks hot enough to fry your tongue like an egg.,____ ___ ____ ___ ___ ____ __ __ _____ ___ ____.,
35,30,"Even if you could reach it, there's no way you'd stick your hands near those things.","_____ __ ___ ____ _____ ___, ___ ___ ____ ____ __ ______ ___ _____ ___.",
35,31,The Keronians have a place they put people who are in the habit of talking to steam vents.,__________ __ ____ ___ __ _______ _____ __ ____ ______ __ ____ ______.,
35,32,You detect no particular odor coming from the steam.,____ ____ __ __ ___ ___ ____ _____ ______.,
35,33,You were never fond of broiled tongue.,_____ __ ____ _____ ____ __ ______ ______.,
35,34,"You decide not to. They're so rusty, they might crumble and bring the whole place down.","___ _____ ___. __ __ __ ______, ___ ______ _______ ______ __ _____ ____.",
35,35,"The cylinders don't answer, of course.","_______ __ _____, _____.",
35,36,"You suspect that they smell like rusty metal, since that's what they are made of.","___ ____ ___ ______ ___ ____ _____, ____ ___ ______ ____.",
35,37,Licking the cylinder seems like a waste of time and tongue- power.,_____ ____ ____ ____ ____ _____ _____ __ ___ _______ ______.,
35,38,You get the feeling they might be hot.,___ ____ __ ______ ___ ______ _____ ______.,
35,39,The Keronians are going to think you're loony if you keep talking to inanimate objects.,__________ ___ _____ ____ ____ ___ __ _____ ____ _____ __ _____ ______.,
35,40,All pipes wrapped in duct tape smell alike to you.,__ ________ _______ ____ _____ ______ _____ ____ ___.,
35,41,"The thought of your tongue stuck, sizzling, to the hot steam pipe is not a pleasant one.","______ __ _____ _____, _____, ______ ____ ____ ____ ____ __ ___.",
35,42,"You tap on a gauge. The needle quivers, then returns to its original position.","___ ____ __ __. ____ _____, ___ _____ ______ _______.",
35,43,Talking to pipes (or dials) is considered a sign of insanity on the planet Kerona.,_____ __ _______ (__ _____) ____ _____ _____ _____ ___ ______ _______.,
35,44,The gauge doesn't smell like anything in particular.,___ __ ____ ___ ___ ___ _____.,
35,45,Don't put your mouth on that - you don't know where it's been!,__ _____ __ ___ ___ ____ - ___ __ ____ ____ ___ ___!,
35,46,"The floor is made of polished slate. It is very smooth to the touch, slightly damp, and quite warm.","_____ _____ ____ ______. ____ ____, ___ _____, ______ ____.",
35,47,The floor doesn't respond to your witty reparte'.,_____ __ _____ _________ _______.,
35,48,"A smell of damp, hot stone rises from the floor.",___ __ _____ ____ _____ _____ ______.,
35,49,"Although the floor seems pretty clean, you'd rather not put it to the taste... er... test.","_____ ______ _____ __ ____, ____ ___ _____ ____ _____ ______.",
35,50,A data cartridge.,______ ______.,
35,51,It smells like it's loaded with data.,__ ____ ____ _______.,
35,52,"YUCKK! It tastes like... well, not data. That's for sure.","_____! __ ___ ___ __... ____, __ ______. __ ____.",
35,53,The cartridge snaps neatly into the slot and the screen comes alive.,_______ _____ _____ _____ _____ ______ _____.,
35,54,LOADING,____,
35,55,"Whoever shall read this: My name is Dr. Slash Vohaul, I am a scientist with The Star Generator Project aboard the Starlab Arcada.","__ ___ ____ __ __: ___ _""_ ____ _____, ____ _______ _____ _______ __ ______ __ _____ ____ _____.",
35,56,We have just successfully completed development and testing of The Star Generator. During this time I have come to believe that our progress has been monitored by others. I fear that the Sariens may have learned of our mission.,__ ___ ______ ______ ____ ______ __ _____ _______. ____ ____ _____ ______ _______ ______. ______ __ _________ ____ _____ _______.,
35,57,"If my fears prove true, The Star Generator and the people of our universe are in serious jeopardy.","____ _______ ______ _______, _____ _______ ___ ______ __ ___ _____ ______ _____ _____.",
35,58,"The Star Generator is a miraculous device. Used as intended, it will help preserve life for eons to come.","_____ _______ ____ _____ _____. ______ ____ ______, ___ ____ ___ ___ ____ _____ ____.",
35,59,"Used as a device for evil, it would cause the destruction of millions of lives and enslave all who oppose the Sariens.","____ ______ ____ ______, ___ ____ _____ _______ __ ______ ___ ___ _______ __ __ ______ _________.",
35,60,Encoded within this cartridge are all the plans and specifications for the construction of the Star Generator.,____ _______ _______ __ ________ ________ ______ _____ _______.,
35,61,"Should any disaster befall the Star Generator project, scientists would be able to create a duplicate of the Star Generator with this information. ","_____ _____ _____ __ ______ _____ _______, _____ _______ _____ ____ __ _____ _______ _______ _____ ___.",
35,62,Please guard it with your life and return it to the Xenon ruling body as quickly as possible.,___ ____ ____ ____ ______ ________ __ _____ ____ ____ _____ ______.,
35,63,"Important note:
The Star Generator is capable of self-destruction. This was introduced to the system as a precaution. To activate it one must enter the code:
%4d","_____ _____:
_____ _______ _____ _______ _____ _____. ____ ____ ______ ______ ______. __ ___ _______ __ _____ __ ____: %4d",
35,64,A five minute time will begin to count down. Beware - anyone within five kilometers of the Star Generator will be in danger once the timer has been initiated. Please be careful and GOOD LUCK !,"___ _____ _____ __ ___ ____. ______ - __ ___ ____ _____ _____ _""_ ______ _______ ____ ____ ___ ____, ___ _____. _____ ____ _____ ______ ______ ____ ______!",
35,65,You note with satisfaction that the skimmer smells exactly like you expected it to.,___ ____ _____ ______ ______ _____ _____ ___ ______ _____.,
35,66,Raw skimmer is not one of your favorite dishes.,____ ______ ____ ___ ______ _______ ____.,
35,67,The skimmer doesn't appear to activate by voice. See if there's a key.,_____ ____ ______ _______ ______ ______. ___ _____ ____.,
