Sheet,room,idx,original,translated,comments
טקסטים לפי חדרים,35,23,The skimmer platform has nothing to say to you.,לרציף הרחפת אין מה לומר לך.,
טקסטים לפי חדרים,35,24,It smells a lot like everything else around here. Except more so.,זה מריח כמו כל דבר אחר כאן. אולי טיפה יותר חזק.,
טקסטים לפי חדרים,35,25,That doesn't seem at all appetizing.,זה אפילו לא מתחיל לעורר בך תיאבון.,
טקסטים לפי חדרים,35,26,It doesn't seem intelligent to mess with it.,הוא לא מספיק אינטליגנטי לרמה שלך.,
טקסטים לפי חדרים,35,27,The generator doesn't respond. Perhaps it's based on some form of A.S. (Artificial Stupidity).,הגנרטור לא מגיב. אולי הוא מבוסס על סוג מסוים של ט.מ. (טפשות מלאכותית).,
טקסטים לפי חדרים,35,28,"You catch scents of iron oxide, burning rubber and fusel oil. It makes you momentarily homesick for Mom's cooking.","אתה קולט ניחוח של תחמוצת ברזל, גומי בוער ושמן חומצי. לרגע אתה מתגעגע למטעמים של אמא.",
טקסטים לפי חדרים,35,29,This thing looks hot enough to fry your tongue like an egg.,הדבר הזה רותח דיו כדי לטגן לך את הלשון כמו ביצה.,
טקסטים לפי חדרים,35,30,"Even if you could reach it, there's no way you'd stick your hands near those things.","אפילו אם אתה יכול להגיע לשם, אין מצב שאתה שולח את הידיים שלך לאזור הזה.",
טקסטים לפי חדרים,35,31,The Keronians have a place they put people who are in the habit of talking to steam vents.,לקרוניאנים יש מקום שבו הם מאשפזים אנשים עם חיבה לשיחות עם פתחי אוורור.,
טקסטים לפי חדרים,35,32,You detect no particular odor coming from the steam.,אינך מזהה אף לא ריח אחד מוכר הנובע מהאדים.,
טקסטים לפי חדרים,35,33,You were never fond of broiled tongue.,מעולם לא היית מעריץ נלהב של לשונות צלויים.,
טקסטים לפי חדרים,35,34,"You decide not to. They're so rusty, they might crumble and bring the whole place down.","אתה מחליט שלא. הם כל כך חלודים, שהם עלולים להתפורר ולמוטט את המקום כולו.",
טקסטים לפי חדרים,35,35,"The cylinders don't answer, of course.","הגלילים לא עונים, כמובן.",
טקסטים לפי חדרים,35,36,"You suspect that they smell like rusty metal, since that's what they are made of.","אתה חושד שהם מריחים כמו מתכת חלודה, מאחר והם עשויים ממנה.",
טקסטים לפי חדרים,35,37,Licking the cylinder seems like a waste of time and tongue- power.,ליקוק גליל אינו יותר מאשר בזבוז מטורף של זמן ואנרגיה לשונית.,
טקסטים לפי חדרים,35,38,You get the feeling they might be hot.,אתה מקבל את התחושה שהם עשויים להיות לוהטים.,
טקסטים לפי חדרים,35,39,The Keronians are going to think you're loony if you keep talking to inanimate objects.,הקרוניאנים עוד יחשבו שאתה חולה נפש אם תמשיך לנהל שיחות עם עצמים דוממים.,
טקסטים לפי חדרים,35,40,All pipes wrapped in duct tape smell alike to you.,כל הצינורות העטופים בסרט הדבקה מריחים בדיוק אותו דבר.,
טקסטים לפי חדרים,35,41,"The thought of your tongue stuck, sizzling, to the hot steam pipe is not a pleasant one.","המחשבה על לשונך דבוקה, רוחשת, לצינור אדים לוהט אינה מסבה לך נחת.",
טקסטים לפי חדרים,35,42,"You tap on a gauge. The needle quivers, then returns to its original position.","אתה נוקש על מד. המחט רוטטת, ואז חוזרת לעמדתה המקורית.",
טקסטים לפי חדרים,35,43,Talking to pipes (or dials) is considered a sign of insanity on the planet Kerona.,דיבור עם צינורות (או חוגות) נתפס כסימן מקדים למחלת נפש במושבה הקרונית.,
טקסטים לפי חדרים,35,44,The gauge doesn't smell like anything in particular.,המד לא מריח כמו שום דבר מיוחד.,
טקסטים לפי חדרים,35,45,Don't put your mouth on that - you don't know where it's been!,אל תצמיד את הפה שלך אליו - אתה לא יודע איפה הוא היה!,
טקסטים לפי חדרים,35,46,"The floor is made of polished slate. It is very smooth to the touch, slightly damp, and quite warm.","הרצפה עשויה צפחה מלוטשת. חלקה למגע, לחה במקצת, וחמימה למדי.",
טקסטים לפי חדרים,35,47,The floor doesn't respond to your witty reparte'.,הרצפה לא מגיבה לעקיצותיך השנונות.,
טקסטים לפי חדרים,35,48,"A smell of damp, hot stone rises from the floor.",ריח של אבנים חמות ולחות מיתמר מהקרקע.,
טקסטים לפי חדרים,35,49,"Although the floor seems pretty clean, you'd rather not put it to the taste... er... test.","למרות שהרצפה נראית די נקיה, מוטב שלא תעמיד אותה במבחן טעימות.",
טקסטים לפי חדרים,35,50,A data cartridge.,מחסנית נתונים.,
טקסטים לפי חדרים,35,51,It smells like it's loaded with data.,זה מריח טעון בנתונים.,
טקסטים לפי חדרים,35,52,"YUCKK! It tastes like... well, not data. That's for sure.","איכסה! יש לזה טעם של... ובכן, לא נתונים. זה בטוח.",
טקסטים לפי חדרים,35,53,The cartridge snaps neatly into the slot and the screen comes alive.,המחסנית שוקעת ברכות בחריץ והמסך מתעורר לחיים.,
טקסטים לפי חדרים,35,54,LOADING,טוען,
טקסטים לפי חדרים,35,55,"Whoever shall read this: My name is Dr. Slash Vohaul, I am a scientist with The Star Generator Project aboard the Starlab Arcada.","מי שלא קורא את זה: אני ד""ר סלאש וואהל, מדען בפרויקט מחולל הכוכבים על סיפונה של מעבדת החלל ארקדה.",
טקסטים לפי חדרים,35,56,We have just successfully completed development and testing of The Star Generator. During this time I have come to believe that our progress has been monitored by others. I fear that the Sariens may have learned of our mission.,זה עתה סיימנו בהצלחה לפתח ולבדוק את מחולל הכוכבים. במשך הזמן הגעתי למסקנה שעוקבים אחרינו. חוששני כי הסרייאנים למדו אודות משימתנו.,
טקסטים לפי חדרים,35,57,"If my fears prove true, The Star Generator and the people of our universe are in serious jeopardy.","והיה וחששותי יתבררו כנכונים, מחולל הכוכבים וכל האנשים על פני היקום נתונים בסכנה איומה.",
טקסטים לפי חדרים,35,58,"The Star Generator is a miraculous device. Used as intended, it will help preserve life for eons to come.","מחולל הכוכבים הינו מכשיר מופלא. בשימוש ראוי ומושכל, הוא יציל חיי אדם למשך דורות רבים.",
טקסטים לפי חדרים,35,59,"Used as a device for evil, it would cause the destruction of millions of lives and enslave all who oppose the Sariens.","אולם בשימוש ציני ומרושע, הוא עלול לגרום להשמדתם של מליוני בני אדם ושעבודם של כל מתנגדי הסראיינים.",
טקסטים לפי חדרים,35,60,Encoded within this cartridge are all the plans and specifications for the construction of the Star Generator.,בתוך המחסנית מקודדים כל התוכניות והמפרטים לבניית מחולל הכוכבים.,
טקסטים לפי חדרים,35,61,"Should any disaster befall the Star Generator project, scientists would be able to create a duplicate of the Star Generator with this information. ","למקרה שאסון יפקוד את פרויקט מחולל הכוכבים, יוכלו המדענים ליצור העתק של מחולל הכוכבים באמצעות המידע הזה.",
טקסטים לפי חדרים,35,62,Please guard it with your life and return it to the Xenon ruling body as quickly as possible.,אנא שמרו עליו כבבת עיניכם והשיבוהו אל מועצת חכמי זנון בהקדם האפשרי.,
טקסטים לפי חדרים,35,63,"Important note:
The Star Generator is capable of self-destruction. This was introduced to the system as a precaution. To activate it one must enter the code:
%4d","הודעה חשובה:
מחולל הכוכבים מצויד במנגנון השמדה עצמית. הדבר נוסף למערכת כאמצעי זהירות. על מנת להפעילו יש להקיש את הקוד: %4d",
טקסטים לפי חדרים,35,64,A five minute time will begin to count down. Beware - anyone within five kilometers of the Star Generator will be in danger once the timer has been initiated. Please be careful and GOOD LUCK !,"תחל ספירה לאחור בת חמש דקות. זהירות - כל אשר ימצא בטווח חמישה ק""מ ממחולל הכוכבים כאשר תגיע שעת האפס, דמו בראשו. בבקשה נקטו במשנה זהירות ושיהיה המון בהצלחה!",
טקסטים לפי חדרים,35,65,You note with satisfaction that the skimmer smells exactly like you expected it to.,אתה רושם לעצמך בסיפוק שהרחפת מריחה בדיוק כמו שציפית שתריח.,
